,Название,Описание,Цена,words
2903,Велосипеды~Шоссейный велосипед~Orbea Avant H70 (2016),,58414,"шоссейный_ADJ,велосипед_NOUN"
2904,Велосипеды~Горный велосипед~Haro Double Peak 29 Sport (2016),,33264,"горный_ADJ,велосипед_NOUN"
2905,Велосипеды~Дорожный велосипед~Schwinn Super Deluxe (2014),,25476,"дорожный_ADJ,велосипед_NOUN"
2906,Велосипеды~Горный велосипед~Forward Flash 3.0 (2014),,8150,"горный_ADJ,велосипед_NOUN"
2907,Велосипеды~Горный велосипед~Orbea Loki 27+ H-LTD (2016),,186250,"горный_ADJ,велосипед_NOUN"
2908,Велосипеды~Шоссейный велосипед~Merida Warp TRI 7000-E (2015),,335768,"шоссейный_ADJ,велосипед_NOUN"
2909,Велосипеды~Горный велосипед~KTM Lycan 274 (2015),,110400,"горный_ADJ,велосипед_NOUN"
2910,Велосипеды~Детский велосипед~KHS T-Rex (2014),,10640,"детский_ADJ,велосипед_NOUN"
2911,Велосипеды~Дорожный велосипед~Format 5332 (2015),,19000,"дорожный_ADJ,велосипед_NOUN"
2912,Велосипеды~Шоссейный велосипед~Lapierre Shaper 700 CP (2015),,108350,"шоссейный_ADJ,велосипед_NOUN"
2913,Велосипеды~Дорожный велосипед~Trek Verve 4 WSD (2013),,26190,"дорожный_ADJ,велосипед_NOUN"
2914,Велосипеды~Шоссейный велосипед~Specialized S-Works CruX (2016),,487500,"шоссейный_ADJ,велосипед_NOUN"
2915,Велосипеды~Горный велосипед~Trek Superfly SS (2016),,98799,"горный_ADJ,велосипед_NOUN"
2916,Велосипеды~Горный велосипед~KTM Lycan 271 LT 11/22-S (2015),,292400,"горный_ADJ,велосипед_NOUN"
2917,Велосипеды~Горный велосипед~Trek Slash 7 (2016),,246935,"горный_ADJ,велосипед_NOUN"
2918,Велосипеды~Горный велосипед~Bulls Copperhead 29 Plus (2015),,122928,"горный_ADJ,велосипед_NOUN"
2919,Велосипеды~Горный велосипед~Merida Big.Seven CF XO-edition (2014),,91224,"горный_ADJ,велосипед_NOUN"
2920,Велосипеды~Детский велосипед~Bulls Tokee Street 20 3G Girl (2015),,27984,"детский_ADJ,велосипед_NOUN"
2921,Велосипеды~Горный велосипед~Orbea Alma 29 H50 (2016),,86754,"горный_ADJ,велосипед_NOUN"
2922,Велосипеды~Шоссейный велосипед~Trek Domane S 6 (2017),,203300,"шоссейный_ADJ,велосипед_NOUN"
2923,Велосипеды~Дорожный велосипед~KHS Vitamin B (2014),,17040,"дорожный_ADJ,велосипед_NOUN"
2924,Велосипеды~Шоссейный велосипед~Trek EMONDA 650 (2017),,70100,"шоссейный_ADJ,велосипед_NOUN"
2925,Велосипеды~Дорожный велосипед~Schwinn Super Sport 2 (2016),,35295,"дорожный_ADJ,велосипед_NOUN"
2926,Велосипеды~Горный велосипед~Bulls Vanida 2 Disc (2014),,28880,"горный_ADJ,велосипед_NOUN"
2927,Велосипеды~Детский велосипед~Trek Mystic 20 S (2016),,14299,"детский_ADJ,велосипед_NOUN"
2928,"Велосипеды~Горный велосипед~Bulls Vanida Disc 27,5 (2015)",,48336,"горный_ADJ,велосипед_NOUN"
2929,Велосипеды~Шоссейный велосипед~Lapierre Audacio 400-L (2015),,71445,"шоссейный_ADJ,велосипед_NOUN"
2930,Велосипеды~Дорожный велосипед~Specialized Sirrus Elite Disc (2016),,64350,"дорожный_ADJ,велосипед_NOUN"
2931,Велосипеды~Горный велосипед~Lapierre Zesty TR 429 (2015),,203445,"горный_ADJ,велосипед_NOUN"
2932,Велосипеды~Дорожный велосипед~Schwinn Rendezvous 2 (2013),,24255,"дорожный_ADJ,велосипед_NOUN"
2933,Велосипеды~Шоссейный велосипед~Merida Ride 500 (2015),,90179,"шоссейный_ADJ,велосипед_NOUN"
2934,Велосипеды~BMX велосипед~Haro Solo 20.5 (2016),,30310,велосипед_NOUN
2935,Велосипеды~Электровелосипед~Focus Crater Lake Impulse 2.0 (2015),,194935,велосипед_NOUN
2936,Велосипеды~Шоссейный велосипед~Trek Lexa 4 (2017),,73600,"шоссейный_ADJ,велосипед_NOUN"
2937,Велосипеды~Горный велосипед~Orbea MX 27 30 (2016),,56026,"горный_ADJ,велосипед_NOUN"
2938,Велосипеды~Горный велосипед~Orbea Occam AM M10 (2016),,358027,"горный_ADJ,велосипед_NOUN"
2939,Велосипеды~Горный велосипед~Specialized Ruze Pro 6Fattie (2016),,201500,"горный_ADJ,велосипед_NOUN"
2940,Велосипеды~Горный велосипед~Specialized Fatboy (2016),,126750,"горный_ADJ,велосипед_NOUN"
2941,Велосипеды~Горный велосипед~Focus Whistler 27R 1.0 (2015),,51935,"горный_ADJ,велосипед_NOUN"
2942,Велосипеды~Шоссейный велосипед~Trek Domane 6.2 (2016),,292499,"шоссейный_ADJ,велосипед_NOUN"
2943,"Велосипеды~Горный велосипед~Smart Machine 800 27,5"" (2018)",,31900,"горный_ADJ,велосипед_NOUN"
2944,Велосипеды~Горный велосипед~Stevens Sledge (2014),,164800,"горный_ADJ,велосипед_NOUN"
2945,Велосипеды~Дорожный велосипед~Del Sol Lxi 6.1 (2016),,29400,"дорожный_ADJ,велосипед_NOUN"
2946,Велосипеды~Детский велосипед~Scool troX comp 20 7sp (2015),,22100,"детский_ADJ,велосипед_NOUN"
2947,Велосипеды~Шоссейный велосипед~Focus Izalco Chrono Max 2.0 (2015),,292435,"шоссейный_ADJ,велосипед_NOUN"
2948,Велосипеды~Дорожный велосипед~Schwinn Traveler (2016),,30340,"дорожный_ADJ,велосипед_NOUN"
2949,Велосипеды~Дорожный велосипед~Del Sol Cantina (2016),,20440,"дорожный_ADJ,велосипед_NOUN"
2950,Велосипеды~Шоссейный велосипед~Focus Mares AX 1.0 (2015),,116935,"шоссейный_ADJ,велосипед_NOUN"
2951,Велосипеды~Дорожный велосипед~Del Sol Lxi 7.1 ST (2016),,29890,"дорожный_ADJ,велосипед_NOUN"
2952,Велосипеды~Шоссейный велосипед~Scott CR1 Team (2013),,92765,"шоссейный_ADJ,велосипед_NOUN"
2953,Велосипеды~BMX велосипед~Haro Pro XL (2014),,17869,велосипед_NOUN
2954,Велосипеды~Детский велосипед~Bulls Tokee Lite 20 (2015),,29664,"детский_ADJ,велосипед_NOUN"
2955,Велосипеды~Шоссейный велосипед~Merida Reacto 4000 (2015),,121600,"шоссейный_ADJ,велосипед_NOUN"
2956,Велосипеды~Детский велосипед~Schwinn Mesa Boy 20 (2016),,22790,"детский_ADJ,велосипед_NOUN"
2957,Велосипеды~Детский велосипед~Specialized Fatboy 24 (2016),,65000,"детский_ADJ,велосипед_NOUN"
2958,Велосипеды~Детский велосипед~Stels Navigator 440 V  (2017),,16170,"детский_ADJ,велосипед_NOUN"
2959,Велосипеды~Дорожный велосипед~Schwinn Vantage F1 (2016),,55000,"дорожный_ADJ,велосипед_NOUN"
2960,Велосипеды~Горный велосипед~Rocky Mountain Altitude 730 (2015),,180000,"горный_ADJ,велосипед_NOUN"
2961,Велосипеды~Горный велосипед~Trek Superfly 5 29 (2016),,110435,"горный_ADJ,велосипед_NOUN"
2962,Велосипеды~Дорожный велосипед~KTM Life Lontano P18 (2015),,250000,"дорожный_ADJ,велосипед_NOUN"
2963,Велосипеды~Горный велосипед~Specialized Epic Expert Carbon 29 (2016),,403000,"горный_ADJ,велосипед_NOUN"
2964,Велосипеды~Дорожный велосипед~Trek Lync 3 (2016),,82355,"дорожный_ADJ,велосипед_NOUN"
2965,Велосипеды~Горный велосипед~Scott Scale 930 (2017),,170037,"горный_ADJ,велосипед_NOUN"
2966,Велосипеды~Шоссейный велосипед~Scott Plasma 10 (2014),,239666,"шоссейный_ADJ,велосипед_NOUN"
2967,Велосипеды~Горный велосипед~Stark Goliath (2016),,87730,"горный_ADJ,велосипед_NOUN"
2968,Велосипеды~Шоссейный велосипед~Scott Plasma Premium (2013),,431705,"шоссейный_ADJ,велосипед_NOUN"
2969,"Велосипеды~Горный велосипед~Bulls Sharptail Street 2 Disc 27,5 (2015)",,40752,"горный_ADJ,велосипед_NOUN"
2970,Велосипеды~Детский велосипед~Scool troX comp 24 21sp (2015),,26200,"детский_ADJ,велосипед_NOUN"
2971,Велосипеды~Шоссейный велосипед~Bulls Night Hawk 1 (2015),,148896,"шоссейный_ADJ,велосипед_NOUN"
2972,Велосипеды~Горный велосипед~Orbea MX 27 20 (2016),,64042,"горный_ADJ,велосипед_NOUN"
2973,Велосипеды~Шоссейный велосипед~Trek Speed Concept 7.5 (2016),,259999,"шоссейный_ADJ,велосипед_NOUN"
2974,Велосипеды~Электровелосипед~Specialized Turbo X (2016),,292500,велосипед_NOUN
2975,Велосипеды~Шоссейный велосипед~Orbea Ordu M20 (2016),,184368,"шоссейный_ADJ,велосипед_NOUN"
2976,Велосипеды~Горный велосипед~BMW Cruise M III (2016),,79850,"горный_ADJ,велосипед_NOUN"
2977,Велосипеды~Дорожный велосипед~Schwinn Coffee 2 (2013),,18585,"дорожный_ADJ,велосипед_NOUN"
2978,Велосипеды~BMX велосипед~Free Agent Team Limo 24 (2015),,63000,велосипед_NOUN
2979,Велосипеды~Детский велосипед~Trek Mountain Train 206 (2015),,12760,"детский_ADJ,велосипед_NOUN"
2980,Велосипеды~Горный велосипед~Stark Tactic (2013),,15680,"горный_ADJ,велосипед_NOUN"
2981,Велосипеды~Шоссейный велосипед~Trek Madone 3.1 (2013),,76874,"шоссейный_ADJ,велосипед_NOUN"
2982,Велосипеды~Горный велосипед~Merida Matts XT-edition (2014),,49118,"горный_ADJ,велосипед_NOUN"
2983,Велосипеды~Горный велосипед~Kross Level A2 (2015),,36990,"горный_ADJ,велосипед_NOUN"
2984,Велосипеды~Горный велосипед~Orbea Occam AM M30 (2016),,262250,"горный_ADJ,велосипед_NOUN"
2985,Велосипеды~Горный велосипед~Merida O.Nine Pro 1000 (2013),,72695,"горный_ADJ,велосипед_NOUN"
2986,Велосипеды~Шоссейный велосипед~Scott Solace 30 (CD20) (2014),,91851,"шоссейный_ADJ,велосипед_NOUN"
2987,Велосипеды~Горный велосипед~KHS SJ-200 (2015),,45100,"горный_ADJ,велосипед_NOUN"
2988,Велосипеды~Шоссейный велосипед~Trek Madone 9.2 H2 (2016),,389999,"шоссейный_ADJ,велосипед_NOUN"
2989,Велосипеды~Горный велосипед~Haro Steel Reserve 1.2 (2016),,48447,"горный_ADJ,велосипед_NOUN"
2990,Велосипеды~Детский велосипед~Kellys Lumi 30 Girls (2015),,17775,"детский_ADJ,велосипед_NOUN"
2991,Велосипеды~Горный велосипед~Orbea Alma 27 M-LTD (2016),,553171,"горный_ADJ,велосипед_NOUN"
2992,Велосипеды~Детский велосипед~Volare Football (2014),,12100,"детский_ADJ,велосипед_NOUN"
2993,Велосипеды~Горный велосипед~Trek Neko SLX WSD (2016),,73060,"горный_ADJ,велосипед_NOUN"
2994,Велосипеды~Горный велосипед~Focus Black Forest 27R 3.0 (2015),,84435,"горный_ADJ,велосипед_NOUN"
2995,Велосипеды~Горный велосипед~Scott Genius LT 10 (2013),,298550,"горный_ADJ,велосипед_NOUN"
2996,Велосипеды~Горный велосипед~Lapierre Spicy 527 E:I Shock Auto (2015),,291445,"горный_ADJ,велосипед_NOUN"
2997,"Велосипеды~Горный велосипед~Bulls Sharptail 1 Disc 27,5 (2014)",,17680,"горный_ADJ,велосипед_NOUN"
2998,Велосипеды~Горный велосипед~Format 7741 Elite (2015),,43100,"горный_ADJ,велосипед_NOUN"
2999,Велосипеды~Детский велосипед~Forward Little Lady Azure 18 (2016),,6210,"детский_ADJ,велосипед_NOUN"
3000,Велосипеды~Горный велосипед~KTM Scarp 29 Prestige 11S (2015),,389900,"горный_ADJ,велосипед_NOUN"
3001,Велосипеды~Детский велосипед~Scool XXlite elite 24 18sp (2015),,40900,"детский_ADJ,велосипед_NOUN"
3002,Велосипеды~Дорожный велосипед~Cronus High-speed 310D (2014),,23400,"дорожный_ADJ,велосипед_NOUN"
3003,"Велосипеды~Детский велосипед~Stevens Tour 24"" (2014)",,30500,"детский_ADJ,велосипед_NOUN"
3004,Велосипеды~Горный велосипед~Cannondale Trail 6 (2013),,22600,"горный_ADJ,велосипед_NOUN"
3005,Велосипеды~Горный велосипед~Scott Scale 915 (2018),,205469,"горный_ADJ,велосипед_NOUN"
3006,Велосипеды~Дорожный велосипед~Schwinn Voyageur 1 (2014),,17424,"дорожный_ADJ,велосипед_NOUN"
3007,Велосипеды~Горный велосипед~Specialized Pitch Sport 650b (2016),,45500,"горный_ADJ,велосипед_NOUN"
3008,"Велосипеды~Горный велосипед~Stevens Nema 27.5"" (2014)",,42700,"горный_ADJ,велосипед_NOUN"
3009,Велосипеды~Шоссейный велосипед~Focus Izalco Chrono Max 1.0 (2015),,487435,"шоссейный_ADJ,велосипед_NOUN"
3010,Велосипеды~Детский велосипед~Specialized Hotrock 20 Street Girls (2016),,23400,"детский_ADJ,велосипед_NOUN"
3011,Велосипеды~Горный велосипед~Format 1212 Elite 27.5 (2015),,61700,"горный_ADJ,велосипед_NOUN"
3012,Велосипеды~Горный велосипед~KTM Chicago 27 M-Disc (2015),,34000,"горный_ADJ,велосипед_NOUN"
3013,Велосипеды~Горный велосипед~Bulls Nandi Street (2015),,33264,"горный_ADJ,велосипед_NOUN"
3014,Велосипеды~BMX велосипед~Free Agent Speedway Expert (2015),,28900,велосипед_NOUN
3015,Велосипеды~Дорожный велосипед~Specialized Crossroads Sport Step Through (2016),,33150,"дорожный_ADJ,велосипед_NOUN"
3016,Велосипеды~Горный велосипед~Specialized Jett Sport 29 (2016),,52000,"горный_ADJ,велосипед_NOUN"
3017,Велосипеды~BMX велосипед~Bulls Novice (2015),,33000,велосипед_NOUN
3018,Велосипеды~Дорожный велосипед~Orbea Comfort 20 Entrance (2016),,38472,"дорожный_ADJ,велосипед_NOUN"
3019,Велосипеды~Горный велосипед~KHS Alite 40 (2015),,22300,"горный_ADJ,велосипед_NOUN"
3020,Велосипеды~Горный велосипед~Stark Router Disc (2013),,15590,"горный_ADJ,велосипед_NOUN"
3021,Велосипеды~Горный велосипед~Focus Crater Lake 2.0 (2015),,51935,"горный_ADJ,велосипед_NOUN"
3022,Велосипеды~Горный велосипед~Cannondale Trail Women's 5 (2013),,25900,"горный_ADJ,велосипед_NOUN"
3023,Велосипеды~Горный велосипед~Kross Moon V2 (2015),,195360,"горный_ADJ,велосипед_NOUN"
3024,Велосипеды~Детский велосипед~Trek MT 60 Girl's E (2015),,18500,"детский_ADJ,велосипед_NOUN"
3025,Велосипеды~Дорожный велосипед~Schwinn Heavy Duti (2014),,16792,"дорожный_ADJ,велосипед_NOUN"
3026,Велосипеды~Горный велосипед~Merida Juliet 20-V (2013),,15741,"горный_ADJ,велосипед_NOUN"
3027,Велосипеды~Горный велосипед~Cannondale Scalpel 29er Carbon Ultimate (2013),,351400,"горный_ADJ,велосипед_NOUN"
3028,Велосипеды~Детский велосипед~Smart Girl (2018),,10846,"детский_ADJ,велосипед_NOUN"
3029,Велосипеды~Горный велосипед~Orbea Alma 29 M50 (2016),,146182,"горный_ADJ,велосипед_NOUN"
3030,Велосипеды~Шоссейный велосипед~Specialized Allez Jr. (2016),,50050,"шоссейный_ADJ,велосипед_NOUN"
3031,Велосипеды~Шоссейный велосипед~Merida Scultura 4000 (2015),,97900,"шоссейный_ADJ,велосипед_NOUN"
3032,Велосипеды~Шоссейный велосипед~Orbea Ordu M30 (2016),,148297,"шоссейный_ADJ,велосипед_NOUN"
3033,Велосипеды~Дорожный велосипед~Merida Crossway 100 Lady (2013),,22804,"дорожный_ADJ,велосипед_NOUN"
3034,Велосипеды~Шоссейный велосипед~Merida Scultura 500 (2015),,81900,"шоссейный_ADJ,велосипед_NOUN"
3035,Велосипеды~Шоссейный велосипед~Scott Addict - SL (CD22) (2014),,343536,"шоссейный_ADJ,велосипед_NOUN"
3036,Велосипеды~Горный велосипед~Orbea Alma 29 M30 (2016),,181880,"горный_ADJ,велосипед_NOUN"
3037,Велосипеды~Горный велосипед~KTM Baggy SUE 27 (2015),,58400,"горный_ADJ,велосипед_NOUN"
3038,Велосипеды~Детский велосипед~Orbea MX 24 Team (2016),,35777,"детский_ADJ,велосипед_NOUN"
3039,Велосипеды~Шоссейный велосипед~Trek Domane S 4 (2017),,134600,"шоссейный_ADJ,велосипед_NOUN"
3040,Велосипеды~Горный велосипед~Merida Big.Seven CF Team (2014),,208685,"горный_ADJ,велосипед_NOUN"
3041,Велосипеды~Горный велосипед~Trek Fuel EX 5 29 (2016),,142935,"горный_ADJ,велосипед_NOUN"
3042,Велосипеды~Горный велосипед~Lapierre Zesty TR 829 E:I Shock (2015),,357445,"горный_ADJ,велосипед_NOUN"
3043,Велосипеды~Горный велосипед~Schwinn Rocket 3 (2014),,29570,"горный_ADJ,велосипед_NOUN"
3044,Велосипеды~Детский велосипед~Volare Disney Cars (2015),,12800,"детский_ADJ,велосипед_NOUN"
3045,Велосипеды~Дорожный велосипед~Focus Planet 3.0 Plus (2015),,58435,"дорожный_ADJ,велосипед_NOUN"
3046,Велосипеды~Детский велосипед~Merida Dakar 624 race (2014),,15075,"детский_ADJ,велосипед_NOUN"
3047,Велосипеды~Горный велосипед~Smart Truck 80 (2018),,23200,"горный_ADJ,велосипед_NOUN"
3048,Велосипеды~Шоссейный велосипед~Bergamont Prime RS MGN (2015),,368500,"шоссейный_ADJ,велосипед_NOUN"
3049,Велосипеды~BMX велосипед~Haro Race Lite Micro Mini (2016),,36120,велосипед_NOUN
3050,Велосипеды~Детский велосипед~Specialized Hotrock Girls (2016),,27300,"детский_ADJ,велосипед_NOUN"
3051,Велосипеды~Дорожный велосипед~Forward Tracer 3.0 (2016),,15494,"дорожный_ADJ,велосипед_NOUN"
3052,Велосипеды~Дорожный велосипед~Forward Barcelona 1.0 (2014),,6450,"дорожный_ADJ,велосипед_NOUN"
3053,Велосипеды~Горный велосипед~Scott Scale 935 (2014),,98660,"горный_ADJ,велосипед_NOUN"
3054,Велосипеды~BMX велосипед~Free Agent Lodus (2015),,39900,велосипед_NOUN
3055,Велосипеды~Детский велосипед~Kross Darty (2015),,20350,"детский_ADJ,велосипед_NOUN"
3056,Велосипеды~BMX велосипед~Mirraco Bronson (2014),,23100,велосипед_NOUN
3057,Велосипеды~Горный велосипед~Norman X530 (2015),,23400,"горный_ADJ,велосипед_NOUN"
3058,Велосипеды~Дорожный велосипед~Smart Cruiser Lady 300 (2018),,17980,"дорожный_ADJ,велосипед_NOUN"
3059,Велосипеды~Шоссейный велосипед~Focus Izalco Ergoride 3.0 (2015),,90935,"шоссейный_ADJ,велосипед_NOUN"
3060,Велосипеды~Горный велосипед~Bulls Copperhead 3 RS (2015),,120336,"горный_ADJ,велосипед_NOUN"
3061,Велосипеды~Детский велосипед~Scool XXlite elite 24 8sp (2015),,46200,"детский_ADJ,велосипед_NOUN"
3062,Велосипеды~Горный велосипед~Trek Remedy 9 29 (2016),,298935,"горный_ADJ,велосипед_NOUN"
3063,Велосипеды~Детский велосипед~Haro Shredder 18 (2016),,15260,"детский_ADJ,велосипед_NOUN"
3064,Велосипеды~Горный велосипед~Haro Steel Reserve 1.3 (2016),,82908,"горный_ADJ,велосипед_NOUN"
3065,Велосипеды~Детский велосипед~Forward Titan 2.0 Low (2014),,6800,"детский_ADJ,велосипед_NOUN"
3066,Велосипеды~Дорожный велосипед~Focus Aventura 2.0 Lady (2015),,64935,"дорожный_ADJ,велосипед_NOUN"
3067,Велосипеды~Шоссейный велосипед~Specialized Langster Street (2016),,45500,"шоссейный_ADJ,велосипед_NOUN"
3068,Велосипеды~Детский велосипед~Schwinn Spitfire (2014),,4224,"детский_ADJ,велосипед_NOUN"
3069,Велосипеды~Детский велосипед~Specialized Hotrock 16 Coaster Girls (2016),,15600,"детский_ADJ,велосипед_NOUN"
3070,Велосипеды~Горный велосипед~Kross Level R11 (2015),,183465,"горный_ADJ,велосипед_NOUN"
3071,Велосипеды~Дорожный велосипед~Orbea Comfort 20 EQ (2016),,42065,"дорожный_ADJ,велосипед_NOUN"
3072,Велосипеды~Шоссейный велосипед~Specialized Amira SL4 Comp UDi2 (2016),,214500,"шоссейный_ADJ,велосипед_NOUN"
3073,Велосипеды~Шоссейный велосипед~Merida Ride 5000 (2015),,128500,"шоссейный_ADJ,велосипед_NOUN"
3074,Велосипеды~BMX велосипед~Merida Brad 5 (2014),,10471,велосипед_NOUN
3075,Велосипеды~Детский велосипед~Scott Spark JR 24 (2014),,21539,"детский_ADJ,велосипед_NOUN"
3076,Велосипеды~BMX велосипед~Haro Blackout XXL (2016),,77140,велосипед_NOUN
3077,Велосипеды~Горный велосипед~Orbea OIZ 27 M-Team (2016),,481293,"горный_ADJ,велосипед_NOUN"
3078,Велосипеды~Горный велосипед~KTM Ultra Sport 27 (2015),,64900,"горный_ADJ,велосипед_NOUN"
3079,Велосипеды~Горный велосипед~KHS Alite 40 Ladies (2014),,11120,"горный_ADJ,велосипед_NOUN"
3080,Велосипеды~Шоссейный велосипед~Scott Solace Premium (CD22) (2014),,343536,"шоссейный_ADJ,велосипед_NOUN"
3081,Велосипеды~Шоссейный велосипед~Specialized Diverge A1 (2016),,65000,"шоссейный_ADJ,велосипед_NOUN"
3082,Велосипеды~Шоссейный велосипед~Trek Lexa SLX WSD (2016),,102049,"шоссейный_ADJ,велосипед_NOUN"
3083,Велосипеды~Горный велосипед~Scott Genius 940 (2014),,111826,"горный_ADJ,велосипед_NOUN"
3084,Велосипеды~Детский велосипед~Trek Kids Dual Sport (2017),,32900,"детский_ADJ,велосипед_NOUN"
3085,Велосипеды~Шоссейный велосипед~Focus Cayo 5.0 (2015),,149435,"шоссейный_ADJ,велосипед_NOUN"
3086,Велосипеды~Дорожный велосипед~KHS Urban Xcel (2014),,19760,"дорожный_ADJ,велосипед_NOUN"
3087,Велосипеды~Горный велосипед~Stark Funriser Disc (2013),,18320,"горный_ADJ,велосипед_NOUN"
3088,Велосипеды~Горный велосипед~Merida O.Nine CF 1000 (2014),,69801,"горный_ADJ,велосипед_NOUN"
3089,Велосипеды~BMX велосипед~Haro Race Lite Pro (2016),,41300,велосипед_NOUN
3090,Велосипеды~Дорожный велосипед~Merida Speeder T5 (2014),,42838,"дорожный_ADJ,велосипед_NOUN"
3091,Велосипеды~Шоссейный велосипед~Trek Emonda SLR 6 H1 (2016),,357499,"шоссейный_ADJ,велосипед_NOUN"
3092,Велосипеды~Горный велосипед~Scott Genius 710 (2014),,183736,"горный_ADJ,велосипед_NOUN"
3093,Велосипеды~Горный велосипед~Rocky Mountain Altitude 799 MSL (2015),,560000,"горный_ADJ,велосипед_NOUN"
3094,Велосипеды~Детский велосипед~Orbea MX 26 Team (2016),,56160,"детский_ADJ,велосипед_NOUN"
3095,Велосипеды~Детский велосипед~Trek MT 60 Boy's E (2015),,18500,"детский_ADJ,велосипед_NOUN"
3096,Велосипеды~Детский велосипед~Trek Superfly 24 (2016),,36920,"детский_ADJ,велосипед_NOUN"
3097,Велосипеды~Горный велосипед~Smart Lady 100 (2016),,26465,"горный_ADJ,велосипед_NOUN"
3098,Велосипеды~Шоссейный велосипед~Lapierre Sensium 200 CP (2015),,120945,"шоссейный_ADJ,велосипед_NOUN"
3099,Велосипеды~Горный велосипед~Trek Fuel EX 9 27.5 (2016),,292435,"горный_ADJ,велосипед_NOUN"
3100,Велосипеды~Горный велосипед~Lapierre X-Control 327 (2015),,142945,"горный_ADJ,велосипед_NOUN"
3101,Велосипеды~Шоссейный велосипед~Lapierre Sensium 400 CP (2015),,164945,"шоссейный_ADJ,велосипед_NOUN"
3102,Велосипеды~Шоссейный велосипед~Scott Addict CX (2013),,137150,"шоссейный_ADJ,велосипед_NOUN"
3103,Велосипеды~Детский велосипед~Bulls Nova Team 24 (2015),,26304,"детский_ADJ,велосипед_NOUN"
3104,Велосипеды~Горный велосипед~Merida Matts 300 (2014),,26056,"горный_ADJ,велосипед_NOUN"
3105,Велосипеды~Горный велосипед~Scott Spark 950 (2014),,112760,"горный_ADJ,велосипед_NOUN"
3106,Велосипеды~Детский велосипед~Forward Meteor 12 (2016),,5290,"детский_ADJ,велосипед_NOUN"
3107,Велосипеды~Горный велосипед~Kross Level B9 (2015),,102465,"горный_ADJ,велосипед_NOUN"
3108,Велосипеды~Детский велосипед~Orbea MX 16 (2015),,18800,"детский_ADJ,велосипед_NOUN"
3109,Велосипеды~Шоссейный велосипед~Specialized CruX Sport E5 (2016),,123500,"шоссейный_ADJ,велосипед_NOUN"
3110,Велосипеды~Горный велосипед~Trek Superfly Pro (2012),,209700,"горный_ADJ,велосипед_NOUN"
3111,Велосипеды~Горный велосипед~Focus Raven 27R 1.0 XC Team (2015),,370435,"горный_ADJ,велосипед_NOUN"
3112,Велосипеды~Горный велосипед~Scott Genius LT 710 Plus (2016),,314947,"горный_ADJ,велосипед_NOUN"
3113,Велосипеды~Дорожный велосипед~Cronus Adonis 310 (2014),,22750,"дорожный_ADJ,велосипед_NOUN"
3114,Велосипеды~Детский велосипед~Trek Superfly 20 (2016),,27299,"детский_ADJ,велосипед_NOUN"
3115,Велосипеды~Детский велосипед~Trek Precaliber 24 21-Speed Girls (2016),,29835,"детский_ADJ,велосипед_NOUN"
3116,Велосипеды~Дорожный велосипед~Schwinn Slicker (2013),,28665,"дорожный_ADJ,велосипед_NOUN"
3117,Велосипеды~Горный велосипед~Specialized Hellga Expert (2016),,195000,"горный_ADJ,велосипед_NOUN"
3118,Велосипеды~Горный велосипед~Stark Surfer Comp (2013),,25640,"горный_ADJ,велосипед_NOUN"
3119,Велосипеды~Горный велосипед~Schwinn Mesa 2 Womens (2014),,18620,"горный_ADJ,велосипед_NOUN"
3120,Велосипеды~Горный велосипед~Trek Fuel EX Jr (2016),,122849,"горный_ADJ,велосипед_NOUN"
3121,Велосипеды~Горный велосипед~Specialized Rumor Comp 650b (2016),,175500,"горный_ADJ,велосипед_NOUN"
3122,Велосипеды~Горный велосипед~Haro Shift 27.5 R7 (2016),,100611,"горный_ADJ,велосипед_NOUN"
3123,Велосипеды~Горный велосипед~Lapierre Zesty AM 827 E:I Shock Auto (2015),,379445,"горный_ADJ,велосипед_NOUN"
3124,Велосипеды~Шоссейный велосипед~Lapierre Sensium 100 CP (2015),,104445,"шоссейный_ADJ,велосипед_NOUN"
3125,Велосипеды~Шоссейный велосипед~Trek Emonda SLR 6 H2 (2016),,357499,"шоссейный_ADJ,велосипед_NOUN"
3126,Велосипеды~Горный велосипед~Trek Remedy 7 27.5 (2016),,201435,"горный_ADJ,велосипед_NOUN"
3127,Велосипеды~Шоссейный велосипед~Specialized Roubaix SL4 Comp Disc (2016),,195000,"шоссейный_ADJ,велосипед_NOUN"
3128,Велосипеды~Горный велосипед~Specialized Fatboy Pro Trail (2016),,273000,"горный_ADJ,велосипед_NOUN"
3129,Велосипеды~Горный велосипед~Specialized Stumpjumper Pro 29 World Cup (2016),,455000,"горный_ADJ,велосипед_NOUN"
3130,Велосипеды~Детский велосипед~Trek Precaliber 24 7SP Boys (2017),,20300,"детский_ADJ,велосипед_NOUN"
3131,Велосипеды~Детский велосипед~Specialized Hotrock 24 Street Boys (2016),,26650,"детский_ADJ,велосипед_NOUN"
3132,Велосипеды~Дорожный велосипед~KHS Brentwood Ladies C10 (2015),,26400,"дорожный_ADJ,велосипед_NOUN"
3133,Велосипеды~Шоссейный велосипед~Specialized Dolce Sport (2016),,63050,"шоссейный_ADJ,велосипед_NOUN"
3134,Велосипеды~Дорожный велосипед~Trek Allant 7.2 (2016),,38999,"дорожный_ADJ,велосипед_NOUN"
3135,Велосипеды~Горный велосипед~Focus Whistler 26R 5.0 Donna Plus (2015),,38935,"горный_ADJ,велосипед_NOUN"
